title,brand,description,price,inventory,category,image_1,image_2,image_3,image_4
Corsair K95 RGB Platinum SE,Corsair,"The CORSAIR K95 RGB PLATINUM SE Mechanical Gaming Keyboard features gorgeous gold accenting, immerses your desktop in dynamic per-key RGB backlighting, and offers six dedicated macro keys to improve your game.",199.99,15,keyboard,https://www.corsair.com/medias/sys_master/images/images/h9c/h9b/9847184031774/base-k95-plat-se-config/Gallery/K95_RGB_PLATINUM_SE_NA_01/-base-k95-plat-se-config-Gallery-K95-RGB-PLATINUM-SE-NA-01.png_1200Wx1200H,https://www.corsair.com/medias/sys_master/images/images/he9/h3b/9847181672478/base-k95-plat-se-config/Gallery/K95_RGB_PLATINUM_SE_NA_03/-base-k95-plat-se-config-Gallery-K95-RGB-PLATINUM-SE-NA-03.png_1200Wx1200H,https://www.corsair.com/medias/sys_master/images/images/h81/h80/9847184818206/base-k95-plat-se-config/Gallery/K95_RGB_PLATINUM_SE_NA_24/-base-k95-plat-se-config-Gallery-K95-RGB-PLATINUM-SE-NA-24.png_1200Wx1200H,https://www.corsair.com/medias/sys_master/images/images/h22/h91/9847182065694/base-k95-plat-se-config/Gallery/K95_RGB_PLATINUM_SE_NA_38/-base-k95-plat-se-config-Gallery-K95-RGB-PLATINUM-SE-NA-38.png_1200Wx1200H
Corsair K95 RGB Platinum XT,Corsair,"The CORSAIR K95 RGB PLATINUM XT Mechanical Gaming Keyboard immerses your desktop in dynamic per-key RGB backlighting, equipped with a double-shot PBT keycap set and six dedicated macro keys with Elgato Stream Deck software integration.",199.99,15,keyboard,https://www.corsair.com/medias/sys_master/images/images/ha3/h75/9456085925918/-CH-9127414-NA-Gallery-K95-PLATINUM-RGB-XT-01.png,https://www.corsair.com/medias/sys_master/images/images/h4d/h8e/9455988244510/-CH-9127414-NA-Gallery-K95-PLATINUM-RGB-XT-24.png,https://www.corsair.com/medias/sys_master/images/images/h75/h35/9456084746270/-CH-9127414-NA-Gallery-K95-PLATINUM-RGB-XT-27.png,https://www.corsair.com/medias/sys_master/images/images/hff/h13/9456059547678/-CH-9127414-NA-Gallery-K95-PLATINUM-RGB-XT-30.png
Corsair K70 Pro Mini Wireless 60&,Corsair,"The CORSAIR K70 PRO MINI WIRELESS RGB 60% Mechanical Gaming Keyboard is big on both performance and customization, equipped with hyper-fast, sub-1ms SLIPSTREAM WIRELESS and swappable CHERRY MX keyswitches in a portable profile.",179.99,15,keyboard,https://www.corsair.com/medias/sys_master/images/images/h6b/h75/10195590086686/CH-9189014-NA/Gallery/K70_PRO_MINI_WIRELESS_PBT_01/-CH-9189014-NA-Gallery-K70-PRO-MINI-WIRELESS-PBT-01.png_1200Wx1200H,https://www.corsair.com/medias/sys_master/images/images/h34/hf8/10195656966174/CH-9189014-NA/Gallery/K70_PRO_MINI_WIRELESS_PBT_02/-CH-9189014-NA-Gallery-K70-PRO-MINI-WIRELESS-PBT-02.png_1200Wx1200H,https://www.corsair.com/medias/sys_master/images/images/he8/h29/10195569770526/CH-9189014-NA/Gallery/K70_PRO_MINI_WIRELESS_PBT_03/-CH-9189014-NA-Gallery-K70-PRO-MINI-WIRELESS-PBT-03.png_1200Wx1200H,https://www.corsair.com/medias/sys_master/images/images/he2/h42/10195577110558/CH-9189014-NA/Gallery/K70_PRO_MINI_WIRELESS_PBT_07/-CH-9189014-NA-Gallery-K70-PRO-MINI-WIRELESS-PBT-07.png_1200Wx1200H
Corsair VOID RGB Elite Wireless,Corsair,"Immerse yourself in the action with the CORSAIR VOID RGB ELITE Wireless, boasting custom-tuned 50mm neodymium audio drivers, comfortable microfiber mesh fabric with memory foam earpads, and a 2.4GHz wireless connection.",109.99,15,headset,https://www.corsair.com/medias/sys_master/images/images/hae/h3b/9325692452894/-CA-9011201-NA-Gallery-VOID-RGB-ELITE-WIRELESS-CARBON-01.png,https://www.corsair.com/medias/sys_master/images/images/h55/h6e/9325687570462/-CA-9011201-NA-Gallery-VOID-RGB-ELITE-WIRELESS-CARBON-09.png,https://www.corsair.com/medias/sys_master/images/images/h23/h7f/9325913505822/-CA-9011201-NA-Gallery-VOID-RGB-ELITE-WIRELESS-CARBON-11.png,https://www.corsair.com/medias/sys_master/images/images/h19/h96/9325735804958/-CA-9011201-NA-Gallery-VOID-RGB-ELITE-WIRELESS-CARBON-18.png
Corsair Virtuoso RGB Wireless XT,Corsair,"The CORSAIR VIRTUOSO RGB Wireless XT delivers a high-fidelity audio experience, all-day comfort from its premium memory foam earpads, and simultaneous connectivity with hyper-fast SLIPSTREAM WIRELESS and Bluetooth®.",269.99,15,headset,https://www.corsair.com/medias/sys_master/images/images/h54/h03/9788813803550/CA-9011188-NA/Gallery/VIRTUOSO_XT_01/-CA-9011188-NA-Gallery-VIRTUOSO-XT-01.png_1200Wx1200H,https://www.corsair.com/medias/sys_master/images/images/h1f/hb2/9788810264606/CA-9011188-NA/Gallery/VIRTUOSO_XT_12/-CA-9011188-NA-Gallery-VIRTUOSO-XT-12.png_1200Wx1200H,https://www.corsair.com/medias/sys_master/images/images/h9c/h84/9788820095006/CA-9011188-NA/Gallery/VIRTUOSO_XT_15/-CA-9011188-NA-Gallery-VIRTUOSO-XT-15.png_1200Wx1200H,https://www.corsair.com/medias/sys_master/images/images/ha0/h7a/9788812230686/CA-9011188-NA/Gallery/VIRTUOSO_XT_27/-CA-9011188-NA-Gallery-VIRTUOSO-XT-27.png_1200Wx1200H
Corsair HS80 RGB,Corsair,The CORSAIR HS80 RGB USB Gaming Headset delivers incredibly detailed sound through custom-tuned 50mm neodymium audio drivers with Dolby Audio® 7.1 surround sound.,99.99,15,headset,https://www.corsair.com/medias/sys_master/images/images/hfb/h63/10092332613662/base-hs80-rgb-usb-config/Gallery/HS80_RGB_USB_BLACK_01/-base-hs80-rgb-usb-config-Gallery-HS80-RGB-USB-BLACK-01.png_1200Wx1200H,https://www.corsair.com/medias/sys_master/images/images/h33/hb9/10092333006878/base-hs80-rgb-usb-config/Gallery/HS80_RGB_USB_BLACK_10/-base-hs80-rgb-usb-config-Gallery-HS80-RGB-USB-BLACK-10.png_1200Wx1200H,https://www.corsair.com/medias/sys_master/images/images/h21/h01/10092331827230/base-hs80-rgb-usb-config/Gallery/HS80_RGB_USB_BLACK_12/-base-hs80-rgb-usb-config-Gallery-HS80-RGB-USB-BLACK-12.png_1200Wx1200H,https://www.corsair.com/medias/sys_master/images/images/hd5/hc6/10092333400094/base-hs80-rgb-usb-config/Gallery/HS80_RGB_USB_BLACK_14/-base-hs80-rgb-usb-config-Gallery-HS80-RGB-USB-BLACK-14.png_1200Wx1200H
Corsair Virtuoso RGB Wireless SE,Corsair,"The CORSAIR VIRTUOSO RGB Wireless SE delivers a high-fidelity audio experience, all-day comfort from its premium memory foam earpads, and hyper-fast connectivity with SLIPSTREAM WIRELESS technology.",229.99,15,headset,https://www.corsair.com/medias/sys_master/images/images/hab/hce/9312776618014/-CA-9011180-NA-Gallery-VIRTUOSO-SE-01.png,https://www.corsair.com/medias/sys_master/images/images/h7a/h9e/9312765411358/-CA-9011180-NA-Gallery-VIRTUOSO-SE-10.png,https://www.corsair.com/medias/sys_master/images/images/h72/h19/9312769114142/-CA-9011180-NA-Gallery-VIRTUOSO-SE-15.png,https://www.corsair.com/medias/sys_master/images/images/h97/h66/9312770293790/-CA-9011180-NA-Gallery-VIRTUOSO-SE-17.png
Corsair HS70 Pro Wireless,Corsair,"The CORSAIR HS70 PRO WIRELESS Gaming Headset delivers both comfort and quality with memory foam ear pads, custom-tuned 50mm neodymium audio drivers, and low-latency 2.4GHz wireless.",99.99,15,headset,https://www.corsair.com/medias/sys_master/images/images/hf8/hc5/9325604503582/-CA-9011210-NA-Gallery-HS70-PRO-CREAM-01.png,https://www.corsair.com/medias/sys_master/images/images/hb5/hf4/9325653950494/-CA-9011210-NA-Gallery-HS70-PRO-CREAM-16.png,https://www.corsair.com/medias/sys_master/images/images/h62/h20/9325772701726/-CA-9011210-NA-Gallery-HS70-PRO-CREAM-19.png,https://www.corsair.com/medias/sys_master/images/images/hf8/hc5/9325604503582/-CA-9011210-NA-Gallery-HS70-PRO-CREAM-01.png
Corsair HS60 Pro Surround,Corsair,"The CORSAIR HS60 PRO SURROUND Gaming Headset delivers both comfort and quality with memory foam ear pads, custom-tuned 50mm neodymium audio drivers, and a detachable noise-cancelling unidirectional microphone.",69.99,15,headset,https://www.corsair.com/medias/sys_master/images/images/hef/h72/9325786628126/-CA-9011213-NA-Gallery-HS60-PRO-CARBON-01.png,https://www.corsair.com/medias/sys_master/images/images/h7b/h67/9325968883742/-CA-9011213-NA-Gallery-HS60-PRO-CARBON-16.png,https://www.corsair.com/medias/sys_master/images/images/hbf/h9f/9325910655006/-CA-9011213-NA-Gallery-HS60-PRO-CARBON-18.png,https://www.corsair.com/medias/sys_master/images/images/h2a/h1a/9325808418846/-CA-9011213-NA-Gallery-HS60-PRO-CARBON-22.png
Corsair HS80 RGB Wireless,Corsair,"The CORSAIR HS80 RGB WIRELESS Gaming Headset connects with hyper-fast SLIPSTREAM WIRELESS, delivering incredibly detailed sound through custom-tuned 50mm neodymium audio drivers with immersive Dolby Atmos®.",149.99,15,headset,https://www.corsair.com/medias/sys_master/images/images/h26/hf7/9839640248350/CA-9011235-NA/Gallery/HS80_RGB_WIRELESS_BLACK_01/-CA-9011235-NA-Gallery-HS80-RGB-WIRELESS-BLACK-01.png_1200Wx1200H,https://www.corsair.com/medias/sys_master/images/images/h6f/hc1/9843594362910/CA-9011235-NA/Gallery/HS80_RGB_WIRELESS_BLACK_07/-CA-9011235-NA-Gallery-HS80-RGB-WIRELESS-BLACK-07.png_1200Wx1200H,https://www.corsair.com/medias/sys_master/images/images/h08/h50/9839635922974/CA-9011235-NA/Gallery/HS80_RGB_WIRELESS_BLACK_12/-CA-9011235-NA-Gallery-HS80-RGB-WIRELESS-BLACK-12.png_1200Wx1200H,https://www.corsair.com/medias/sys_master/images/images/h7d/hba/9839628845086/CA-9011235-NA/Gallery/HS80_RGB_WIRELESS_BLACK_13/-CA-9011235-NA-Gallery-HS80-RGB-WIRELESS-BLACK-13.png_1200Wx1200H
Corsair Harpoon RGB Pro,Corsair,"The CORSAIR HARPOON RGB PRO gaming mouse sports a comfortable contoured shape, a 12,000 dpi sensor, and weighs an incredibly light 85g for endless hours of effortless gaming.",34.99,15,mice,https://www.corsair.com/medias/sys_master/images/images/h4e/he0/9211674853406/-CH-9301111-NA-Gallery-Harpoon-RGB-PRO-01.png,https://www.corsair.com/medias/sys_master/images/images/hc4/hab/9211673804830/-CH-9301111-NA-Gallery-Harpoon-RGB-PRO-11.png,https://www.corsair.com/medias/sys_master/images/images/hd5/h5f/9211672952862/-CH-9301111-NA-Gallery-HARPOON-RGB-PRO-15.png,https://www.corsair.com/medias/sys_master/images/images/h0b/h4b/9211678392350/-CH-9301111-NA-Gallery-HARPOON-RGB-PRO-18.png
Corsair Katar Pro Wireless,Corsair,"Experience lightweight design and heavyweight performance with the CORSAIR KATAR PRO WIRELESS Gaming Mouse, connecting via hyper-fast SLIPSTREAM WIRELESS or low-latency Bluetooth®. Weighing in at just 96g, its compact symmetric shape is suitable for both claw and fingertip grip styles.",49.99,15,mice,https://www.corsair.com/medias/sys_master/images/images/h72/h22/9591321657374/base-katar-pro-wireless-config/Gallery/KATAR_PRO_WIRELESS_01/-base-katar-pro-wireless-config-Gallery-KATAR-PRO-WIRELESS-01.png_1200Wx1200H,https://www.corsair.com/medias/sys_master/images/images/h54/h7e/9591325589534/base-katar-pro-wireless-config/Gallery/KATAR_PRO_WIRELESS_22/-base-katar-pro-wireless-config-Gallery-KATAR-PRO-WIRELESS-22.png_1200Wx1200H,https://www.corsair.com/medias/sys_master/images/images/hc5/h1a/9591313793054/base-katar-pro-wireless-config/Gallery/KATAR_PRO_WIRELESS_23/-base-katar-pro-wireless-config-Gallery-KATAR-PRO-WIRELESS-23.png_1200Wx1200H,https://www.corsair.com/medias/sys_master/images/images/hd9/h32/9591322050590/base-katar-pro-wireless-config/Gallery/KATAR_PRO_WIRELESS_28/-base-katar-pro-wireless-config-Gallery-KATAR-PRO-WIRELESS-28.png_1200Wx1200H
Corsair M65 RGB Ultra Wireless,Corsair,"Make all your clicks count with the CORSAIR M65 RGB ULTRA WIRELESS Tunable Gaming Mouse, boasting a durable aluminum frame and a 26,000 DPI MARKSMAN optical sensor",69.99,15,mice,https://www.corsair.com/medias/sys_master/images/images/h6f/h59/9877536505886/base-m65-rgb-ultra-config/Gallery/M65_RGB_ULTRA_01/-base-m65-rgb-ultra-config-Gallery-M65-RGB-ULTRA-01.png_1200Wx1200H,https://www.corsair.com/medias/sys_master/images/images/he1/hd6/9877477457950/base-m65-rgb-ultra-config/Gallery/M65_RGB_ULTRA_09/-base-m65-rgb-ultra-config-Gallery-M65-RGB-ULTRA-09.png_1200Wx1200H,https://www.corsair.com/medias/sys_master/images/images/ha7/h8f/9877500592158/base-m65-rgb-ultra-config/Gallery/M65_RGB_ULTRA_10/-base-m65-rgb-ultra-config-Gallery-M65-RGB-ULTRA-10.png_1200Wx1200H,https://www.corsair.com/medias/sys_master/images/images/h84/h6a/9877495087134/base-m65-rgb-ultra-config/Gallery/M65_RGB_ULTRA_14/-base-m65-rgb-ultra-config-Gallery-M65-RGB-ULTRA-14.png_1200Wx1200H
Corsair M55 RGB Pro,Corsair,"The CORSAIR M55 RGB PRO Gaming Mouse offers game-winning versatility with an ambidextrous design that fits any grip or hand, and a highly precise 12,400 DPI optical sensor.",39.99,15,mice,https://www.corsair.com/medias/sys_master/images/images/h80/h26/9236962869278/-CH-9308011-NA-Gallery-M55-RGB-PRO-BLACK-01.png,https://www.corsair.com/medias/sys_master/images/images/h9a/h97/9236957233182/-CH-9308011-NA-Gallery-M55-RGB-PRO-BLACK-10.png,https://www.corsair.com/medias/sys_master/images/images/h70/haf/9236958871582/-CH-9308011-NA-Gallery-M55-RGB-PRO-BLACK-11.png,https://www.corsair.com/medias/sys_master/images/images/h69/h99/9236708589598/-CH-9308011-NA-Gallery-M55-RGB-PRO-BLACK-15.png
Corsair Scimitar RGB Elite ,Corsair,"The SCIMITAR RGB ELITE levels up your gameplay with 17 fully programmable buttons, a patented Key Slider™ control system, and an 18,000 DPI optical sensor.",79.99,15,mice,https://www.corsair.com/medias/sys_master/images/images/h1c/h8a/9442445295646/-CH-9304211-NA-Gallery-Scimitar-ELITE-BLK-01.png,https://www.corsair.com/medias/sys_master/images/images/h29/hf0/9442408136734/-CH-9304211-NA-Gallery-Scimitar-ELITE-BLK-13.png,https://www.corsair.com/medias/sys_master/images/images/hb1/hb7/9442442149918/-CH-9304211-NA-Gallery-Scimitar-ELITE-BLK-16.png,https://www.corsair.com/medias/sys_master/images/images/hc3/hde/9442416853022/-CH-9304211-NA-Gallery-Scimitar-ELITE-BLK-17.png
Corsair Nightsword RGB,Corsair,"The CORSAIR NIGHTSWORD RGB Performance Tunable Gaming Mouse is equipped with a cutting-edge 18,000 DPI optical sensor, sophisticated weight calibration and a real-time center of gravity detection system.",89.99,15,mice,https://www.corsair.com/medias/sys_master/images/images/h0c/h29/9246076633118/-CH-9306011-NA-Gallery-NIGHTSWORD-RGB-01.png,https://www.corsair.com/medias/sys_master/images/images/h45/h75/9246086987806/-CH-9306011-NA-Gallery-NIGHTSWORD-RGB-10.png,https://www.corsair.com/medias/sys_master/images/images/h3d/h84/9246089216030/-CH-9306011-NA-Gallery-NIGHTSWORD-RGB-15.png,https://www.corsair.com/medias/sys_master/images/images/h57/h1f/9246084628510/-CH-9306011-NA-Gallery-NIGHTSWORD-RGB-16.png
Corsair Ironclaw RGB Wireless,Corsair,"The CORSAIR IRONCLAW RGB WIRELESS Gaming Mouse combines a native 18,000 DPI optical sensor with a comfortable palm grip, connecting to your PC via hyper-fast, sub-1ms SLIPSTREAM CORSAIR WIRELESS TECHNOLOGY, Bluetooth or USB wired connection.",79.99,15,mice,https://www.corsair.com/medias/sys_master/images/images/h2f/h71/9212227518494/-CH-9317011-NA-Gallery-IRONCLAW-RGB-WIRELESS-01.png,https://www.corsair.com/medias/sys_master/images/images/h15/he9/9212359507998/-CH-9317011-NA-Gallery-IRONCLAW-RGB-WIRELESS-12.png,https://www.corsair.com/medias/sys_master/images/images/hfc/hdf/9212360097822/-CH-9317011-NA-Gallery-IRONCLAW-RGB-WIRELESS-13.png,https://www.corsair.com/medias/sys_master/images/images/hb7/h0f/9212365799454/-CH-9317011-NA-Gallery-IRONCLAW-RGB-WIRELESS-34.png
Corsair Scimitar Pro RGB,Corsair,"The SCIMITAR PRO RGB gaming mouse advances your game with the customizable Key Slider™ macro button control system, a native 16000 DPI.",79.99,15,mice,https://www.corsair.com/medias/sys_master/images/images/hf3/he8/9111048749086/-CH-9304111-NA-Gallery-Scimitar-PRO-BLK-01.png,https://www.corsair.com/medias/sys_master/images/images/h42/h93/9111324098590/-CH-9304111-NA-Gallery-Scimitar-PRO-BLK-04.png,https://www.corsair.com/medias/sys_master/images/images/hba/hb0/9110522626078/-CH-9304111-NA-Gallery-Scimitar-PRO-BLK-07.png,https://www.corsair.com/medias/sys_master/images/images/h35/h38/9110817341470/-CH-9304111-NA-Gallery-Scimitar-PRO-BLK-10.png
Corsair Katar Pro XT,Corsair,"Experience lightweight design and heavy-weight performance with the CORSAIR KATAR PRO XT Ultra-Light Gaming Mouse, weighing in at just 73g with a compact symmetric shape and a high-precision 18,000 DPI optical sensor.",34.99,15,mice,https://www.corsair.com/medias/sys_master/images/images/h08/h9f/9653707997214/base-katar-pro-xt-config/Gallery/KATAR_PRO_XT_01/-base-katar-pro-xt-config-Gallery-KATAR-PRO-XT-01.png_1200Wx1200H,https://www.corsair.com/medias/sys_master/images/images/h62/h5a/9653700362270/base-katar-pro-xt-config/Gallery/KATAR_PRO_XT_18/-base-katar-pro-xt-config-Gallery-KATAR-PRO-XT-18.png_1200Wx1200H,https://www.corsair.com/medias/sys_master/images/images/h18/h51/9653390344222/base-katar-pro-xt-config/Gallery/KATAR_PRO_XT_22/-base-katar-pro-xt-config-Gallery-KATAR-PRO-XT-22.png_1200Wx1200H,https://www.corsair.com/medias/sys_master/images/images/h92/h23/9653701935134/base-katar-pro-xt-config/Gallery/KATAR_PRO_XT_25/-base-katar-pro-xt-config-Gallery-KATAR-PRO-XT-25.png_1200Wx1200H
Logitech G705,Logitech G,"From the Aurora Collection, G705 Wireless Gaming Mouse is contoured for comfort and control with an intentional design to be inclusive of smaller hands. Features gaming-grade LIGHTSPEED wireless, LIGHTSYNC RGB, and advanced gaming technology.",99.99,15,mice,https://m.media-amazon.com/images/I/51fMkClnneL._AC_SX679_.jpg,https://m.media-amazon.com/images/I/51bTRq75o-L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61K1nw2JxBL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61Sqc5yOMOL._AC_SL1500_.jpg
Logitech Pro X Superlight,Logitech G,Less than 63 grams. Advanced low-latency LIGHTSPEED wireless. Sub-micron precision with HERO 25K sensor. Remove all obstacles with our lightest and fastest PRO mouse ever.,159.99,15,mice,https://m.media-amazon.com/images/I/51YP4tgfC7L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/612txEs5TGL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61jdlwBEv2L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61ktVmjRUUL._AC_SL1500_.jpg
Logitech G303 Shroud Edition,Logitech G,"Aim higher with a remastered iconic mouse. Designed in collaboration with Shroud and matched to his specs. LIGHTSPEED wireless, HERO 25K Sensor, and an incredible 145 gaming-hour battery life.",129.99,15,mice,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6483/6483378_sd.jpg;maxHeight=640;maxWidth=550,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6483/6483378cv12d.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6483/6483378cv13d.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6483/6483378cv14d.jpg
Logitech G403,Logitech G,"Designed for comfort, G403 is contoured with rubber grips for added control. HERO 25K sensor lets you track at sub-micron level. Full-spectrum LIGHTSYNC RGB and 6 programmable buttons puts you in control.",69.99,15,mice,https://m.media-amazon.com/images/I/41tC5R+7b7L._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/51QtDtsLgzL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/41rLUKJ3rZL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/41I8irEmjbL._AC_SL1000_.jpg
Logitech G703,Logitech G,Featuring the advanced HERO 25K gaming sensor for sub-micron tracking and 10x power efficiency over previous generation. Pro-grade LIGHTSPEED wireless delivers ultralow-latency for peak performance.,99.99,15,mice,https://m.media-amazon.com/images/I/719efVQ1tJL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61HGAhl2p9L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71GcJr3h9VL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71q2IdmLX1L._AC_SL1500_.jpg
Logitech G203,Logitech G,"Make the most of play time with G203—a gaming mouse in a variety of vibrant colors. With LIGHTSYNC technology, a gaming-grade sensor and a classic 6-button design, you’ll light up your game and your desk",39.99,15,mice,https://m.media-amazon.com/images/I/61UxfXTUyvL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/613wbTYVXDL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61n1rC7oOnL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61zEIvi6GOL._AC_SL1500_.jpg
Logitech Pro,Logitech G,"Logitech G collaborated with more than 50 pro players to find the perfect shape, weight and feel combined with LIGHTSPEED wireless and HERO 25K sensor. The result: is one of the most popular mice in esports.",129.99,15,mice,https://m.media-amazon.com/images/I/51ySu55JzAL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71eNLCvCHmL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61o8vCjFk7L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61+8uWzdSlL._AC_SL1500_.jpg
Logitech G502 Hero,Logitech G,"Engineered for advanced gaming performance. G502 HERO features HERO 25K gaming sensor with sub-micron precision tracking, customizable LIGHTSYNC RGB, onboard profiles, repositionable weights and more.",79.99,15,mice,https://m.media-amazon.com/images/I/61mpMH5TzkL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61vThyaOrHL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/612np2rcdBL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61Z49vScNSL._AC_SL1500_.jpg
Logitech G502,Logitech G,"Iconic G502 design meets pro-grade LIGHTSPEED wireless for ultra-fast, reliable connectivity. HERO 25K sensor features sub-micron tracking. POWERPLAY compatible for continuous charging both at rest and play.",149.99,15,mice,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6333/6333841_sd.jpg;maxHeight=640;maxWidth=550,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6333/6333841cv11d.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6333/6333841cv14d.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6333/6333841cv19d.jpg
Logitech G903,Logitech G,Ultimate gaming mouse. Ultralow-latency LIGHTSPEED wireless. HERO 25K sensor achieves sub-micron tracking. Ambidextrous design. Hyper-fast scrollwheel. POWERPLAY compatible for continuous wireless charging.,149.99,15,mice,https://m.media-amazon.com/images/I/81N9TeedXaL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71ZhJl2+l9L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/715Ed0T5QuL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81+hc8KyFGL._AC_SL1500_.jpg
Logitech G535 Wireless,Logitech G,"Enjoy ultrafast LIGHTSPEED wireless performance. Play free from wires and in total comfort for long gaming sessions. Fully equipped with 40 mm drivers, Discord Certification and more.",129.99,15,headset,https://m.media-amazon.com/images/I/81Q5bOpJw+L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71IT3gaFroL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/912ZSJRW2QL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81jix6F5FbL._AC_SL1500_.jpg
Logitech G335,Logitech G,"A lightweight, cool wired headset made with a suspension headband design with an adjustable strap for a custom fit. Easy plug-and-play and built-in controls. Just pick a color to match your awesome style.",69.99,15,headset,https://m.media-amazon.com/images/I/71QEWj+ioXS._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71Iu-tnU62S._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71HnljSsJ3S._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71f69DKPpGS._AC_SL1500_.jpg
Logitech G735,Logitech G,"From the Aurora Collection, G735 maximizes comfort and fit for all gamers inclusive of smaller head sizes. Play cozy with cloud-soft headband and rotatable ear cups. It’s perfect for PC and mobile devices with LIGHTSPEED and Bluetooth® wireless. Comes in White Mist. Colorway accessories sold separately.",229.99,15,headset,https://m.media-amazon.com/images/I/61Z3hkmB3nL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61gxRnvcGbL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61YHIEX-nTL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61nnBlKlOqL._AC_SL1500_.jpg
Logitech Pro X Gaming Headset,Logitech G,Designed with and for pros. Next-gen 7.1 surround sound and PRO-G 50 mm drivers ensure premium gaming audio. Mic sounds amazing with external USB sound card featuring Blue VO!CE broadcast filters.,129.99,15,headset,https://m.media-amazon.com/images/I/51j6CXF9DYL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/71Bck568V7L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71WOiueftVL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61Gk2mJ0-lL._AC_SL1500_.jpg
Logitech G935,Logitech G,"50 mm PRO-G audio drivers and DTS Headphone:X 2.01 create expansive, detailed and immersive soundscapes. Fully customizable with G HUB—from LIGHTSYNC RGB lighting to G-keys to audio preferences. 1 DTS Headphone:X 2.0 surround sound and EQ presets are only available for Windows®OS and requires Logitech G HUB gaming software.",169.99,15,headset,https://m.media-amazon.com/images/I/71FkbQzfOYL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/612rABH1sLL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71fZKQ8wYwL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71n5PCjxrJL._AC_SL1500_.jpg
Logitech Pro Headset,Logitech G,"Designed with and for pros. Featuring next-gen 7.1 surround sound, 50 mm PRO-G drivers, 6 mm PRO boom mic and pro-tuned audio EQ profiles available via G HUB gaming software.",99.99,15,headset,https://m.media-amazon.com/images/I/51PJFzBTASL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/61p7ChbqOxL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/51VWU+KkkmL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/51nqoYGfx3L._AC_SL1000_.jpg
Logitech G433,Logitech G,"Lightweight, durable, comfortable style. Enjoy crystal clear sound and voice comms with PRO-G 40 mm drivers and next-gen surround sound. G433 is Discord certified for optimum audio performance.",99.99,15,headset,https://m.media-amazon.com/images/I/71NpexEi3pL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71wxCHSIBWL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/717V5JYajiL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71zQz5B8hcL._AC_SL1500_.jpg
